,X,Y,Z,fid,overall_tn,begin,end,Track ID,Vessel Type Number,Ship Type_Length,Ship Type_Num,fid_2,Nearest,Hour
10,113.9100731725,22.4186805195398,0,11,205885,2021/11/18 04:27:30,2021/11/18 04:29:39,20727,,SC,,1,2021-11-18T09:06:30.000,9
11,113.910159590159,22.4187102584105,0,12,70307,2021/11/18 08:27:30,2021/11/18 09:08:00,13679,,SC,,1,2021-11-18T01:00:03.000,1
12,113.91019190971,22.418721380523,0,13,70307,2021/11/18 08:27:30,2021/11/18 09:08:00,13679,,SC,,1,2021-11-18T00:59:30.000,1
0,113.911889130976,22.4193054445253,0,1,94609,2021/11/19 07:16:18,2021/11/19 08:03:00,14944,,SC,,1,2021-11-19T02:13:30.000,2
1,113.911073837504,22.4190248779441,0,2,467053,2021/11/19 16:51:00,2021/11/19 16:59:00,5494,,SC,,1,2021-11-19T01:59:00.000,2
2,113.910317116457,22.4187644678656,0,3,200989,2021/11/19 01:27:57,2021/11/19 01:33:00,20476,,SC,,1,2021-11-19T04:51:00.000,5
3,113.910360842043,22.418779515132,0,4,497004,2021/11/19 04:49:36,2021/11/19 04:53:30,7066,,SC,,1,2021-11-19T04:51:00.000,5
4,113.910052572487,22.4186734304663,0,5,398505,2021/11/19 01:16:42,2021/11/19 05:49:30,30727,,SC,,1,2021-11-19T04:43:30.000,5
5,113.909901786828,22.4186215406644,0,6,521329,2021/11/19 01:37:06,2021/11/19 02:52:30,8326,,SC,,1,2021-11-19T04:43:30.000,5
6,113.910687532112,22.4188919388408,0,7,521329,2021/11/19 01:37:06,2021/11/19 02:52:30,8326,,SC,,1,2021-11-19T01:59:00.000,2
7,113.91234174597,22.4194612027227,0,8,521329,2021/11/19 01:37:06,2021/11/19 02:52:30,8326,,SC,,1,2021-11-19T01:45:30.000,2
8,113.911600212147,22.4192060190166,0,9,243312,2021/11/19 06:04:39,2021/11/19 06:16:00,22667,,SC,,1,2021-11-19T06:06:00.000,6
9,113.909919527077,22.4186276456083,0,10,481994,2021/11/19 01:53:03,2021/11/19 03:24:00,6283,,SC,,1,2021-11-19T04:43:30.000,5
10,113.910821373514,22.4189379976232,0,11,510622,2021/11/19 01:58:36,2021/11/19 02:00:34,7767,,SC,,1,2021-11-19T01:59:00.000,2
11,113.911523646816,22.4191796706234,0,12,410358,2021/11/19 06:43:21,2021/11/19 07:18:00,31338,,SC,,1,2021-11-19T06:06:00.000,6
12,113.911671652235,22.4192306036627,0,13,410358,2021/11/19 06:43:21,2021/11/19 07:18:00,31338,,SC,,1,2021-11-19T06:06:00.000,6
13,113.911826418189,22.4192838632019,0,14,410358,2021/11/19 06:43:21,2021/11/19 07:18:00,31338,,SC,,1,2021-11-19T02:13:30.000,2
0,113.910462870901,22.4188146262777,0,1,96512,2021/11/20 23:18:48,2021/11/20 23:58:48,15039,,SC,,1,2021-11-20T23:20:30.000,23
1,113.909843087621,22.4186013405321,0,2,172787,2021/11/20 23:02:09,2021/11/20 23:58:09,19013,,SC,,1,2021-11-20T06:59:00.000,7
2,113.911771167954,22.4192648499629,0,3,537466,2021/11/20 06:43:45,2021/11/20 07:55:30,9152,,SC,,1,2021-11-20T06:51:30.000,7
3,113.911174350777,22.4190594675321,0,4,126959,2021/11/20 02:31:33,2021/11/20 02:33:27,16625,,SC,,1,2021-11-20T06:51:00.000,7
4,113.91001366104,22.4186600398872,0,5,260092,2021/11/20 05:55:24,2021/11/20 08:30:00,23542,,SC,,1,2021-11-20T02:29:30.000,2
5,113.911442507564,22.4191517482084,0,6,265172,2021/11/20 01:42:30,2021/11/20 02:31:30,23800,,SC,,1,2021-11-20T01:52:00.000,2
6,113.910036046953,22.4186677435418,0,7,232952,2021/11/20 06:21:42,2021/11/20 06:35:30,22134,,SC,,1,2021-11-20T02:29:30.000,2
7,113.91009667888,22.4186886087798,0,8,289091,2021/11/20 02:27:09,2021/11/20 07:27:30,25038,,SC,,1,2021-11-20T02:29:30.000,2
8,113.91016596825,22.4187124533,0,9,289091,2021/11/20 02:27:09,2021/11/20 07:27:30,25038,,SC,,1,2021-11-20T02:29:30.000,2
0,113.912686811453,22.4195799499544,0,1,457336,2021/11/21 14:13:15,2021/11/21 14:14:00,4994,,SC,,1,2021-11-21T14:13:30.000,14
1,113.910440966643,22.4188070883753,0,2,187319,2021/11/21 01:19:00,2021/11/21 02:12:30,1976,,SC,,1,2021-11-21T20:24:00.000,20
2,113.911481844855,22.4191652853329,0,3,189345,2021/11/21 13:06:54,2021/11/21 13:07:30,19865,,SC,,1,2021-11-21T05:10:30.000,5
3,113.911904705935,22.4193108043292,0,4,90605,2021/11/21 06:44:51,2021/11/21 07:45:30,14739,,SC,,1,2021-11-21T12:01:00.000,12
4,113.910747854119,22.4189126974261,0,5,199223,2021/11/21 04:05:03,2021/11/21 05:12:55,2038,,SC,,1,2021-11-21T03:17:30.000,3
5,113.910437658037,22.418805949786,0,6,423686,2021/11/21 01:40:57,2021/11/21 02:38:00,3230,,SC,,1,2021-11-21T20:24:00.000,20
6,113.910914138415,22.4189699207673,0,7,423686,2021/11/21 01:40:57,2021/11/21 02:38:00,3230,,SC,,1,2021-11-21T02:13:00.000,2
7,113.911676483667,22.4192322663011,0,8,423686,2021/11/21 01:40:57,2021/11/21 02:38:00,3230,,SC,,1,2021-11-21T01:48:30.000,2
8,113.910145030449,22.4187052479839,0,9,129099,2021/11/21 01:27:57,2021/11/21 03:23:00,16736,,SC,,1,2021-11-21T20:24:00.000,20
9,113.909958029024,22.4186408952664,0,10,349541,2021/11/21 05:00:36,2021/11/21 05:04:00,28189,,SC,,1,2021-11-21T03:52:00.000,4
10,113.909989958057,22.4186518829903,0,11,198702,2021/11/21 14:21:30,2021/11/21 14:26:30,20350,,SC,,1,2021-11-21T03:52:00.000,4
11,113.910051603297,22.4186730969393,0,12,326959,2021/11/21 20:01:03,2021/11/21 20:47:00,27001,,SC,,1,2021-11-21T03:52:00.000,4
12,113.91305300054,22.4197059664427,0,13,30499,2021/11/21 06:47:45,2021/11/21 06:58:22,11603,,SC,,1,2021-11-21T06:54:30.000,7
13,113.912413960973,22.4194860540397,0,14,480494,2021/11/21 11:56:45,2021/11/21 13:01:30,6203,,SC,,1,2021-11-21T12:11:30.000,12
14,113.91247275623,22.4195062872253,0,15,480494,2021/11/21 11:56:45,2021/11/21 13:01:30,6203,,SC,,1,2021-11-21T12:11:30.000,12
15,113.911364384791,22.4191248638532,0,16,511180,2021/11/21 05:00:12,2021/11/21 05:30:30,7797,,SC,,1,2021-11-21T05:11:00.000,5
16,113.91137998496,22.4191302323324,0,17,511180,2021/11/21 05:00:12,2021/11/21 05:30:30,7797,,SC,,1,2021-11-21T05:11:00.000,5
17,113.911311279506,22.4191065887551,0,18,15787,2021/11/21 04:38:03,2021/11/21 07:45:00,10834,,SC,,1,2021-11-21T05:11:00.000,5
18,113.912049240078,22.4193605427996,0,19,542848,2021/11/21 05:32:30,2021/11/21 05:39:00,9423,,SC,,1,2021-11-21T06:52:30.000,7
19,113.910122227881,22.4186974009464,0,20,7337,2021/11/21 02:44:21,2021/11/21 04:32:30,10388,,SC,,1,2021-11-21T20:24:00.000,20
20,113.909896072342,22.4186195741407,0,21,387202,2021/11/21 03:51:36,2021/11/21 05:14:01,30139,,SC,,1,2021-11-21T03:52:00.000,4
0,113.91080642415,22.418932853105,0,1,222516,2021/11/22 01:29:42,2021/11/22 02:17:00,21593,,SC,,1,2021-11-22T06:39:00.000,7
1,113.910890476792,22.4189617781036,0,2,2572,2021/11/22 06:31:30,2021/11/22 07:15:30,1013,,SC,,1,2021-11-22T06:39:00.000,7
0,113.912179597873,22.4194054027701,0,1,391211,2021/11/23 01:37:12,2021/11/23 02:16:00,3035,,SC,,1,2021-11-23T20:42:30.000,21
1,113.910859953577,22.4189512741632,0,2,181488,2021/11/23 06:40:36,2021/11/23 07:27:00,19455,,SC,,1,2021-11-23T01:53:00.000,2
2,113.91098002402,22.4189925939514,0,3,41801,2021/11/23 20:23:42,2021/11/23 21:10:30,12196,,SC,,1,2021-11-23T01:53:00.000,2
3,113.912590087031,22.4195466642221,0,4,41801,2021/11/23 20:23:42,2021/11/23 21:10:30,12196,,SC,,1,2021-11-23T01:44:30.000,2
4,113.909831822286,22.4185974637973,0,5,565,2021/11/23 05:39:57,2021/11/23 06:27:30,10026,,SC,,1,2021-11-23T05:41:30.000,6
5,113.909929156509,22.4186309593805,0,6,274311,2021/11/23 05:43:21,2021/11/23 06:04:30,24270,,SC,,1,2021-11-23T09:24:00.000,9
6,113.910931897888,22.4189760323269,0,7,80253,2021/11/23 01:06:30,2021/11/23 01:53:54,14197,,SC,,1,2021-11-23T01:53:00.000,2
7,113.910051870498,22.4186731888913,0,8,286041,2021/11/23 04:55:45,2021/11/23 05:23:00,24880,,SC,,1,2021-11-23T05:18:00.000,5
8,113.910187503006,22.4187198640461,0,9,286041,2021/11/23 04:55:45,2021/11/23 05:23:00,24880,,SC,,1,2021-11-23T05:17:30.000,5
9,113.909948682482,22.4186376788449,0,10,151069,2021/11/23 08:46:24,2021/11/23 09:29:00,17889,,SC,,1,2021-11-23T09:24:00.000,9
10,113.910080224231,22.4186829462489,0,11,151069,2021/11/23 08:46:24,2021/11/23 09:29:00,17889,,SC,,1,2021-11-23T05:18:00.000,5
11,113.910205083534,22.4187259140254,0,12,484035,2021/11/23 09:07:51,2021/11/23 09:30:30,639,,SC,,1,2021-11-23T05:17:30.000,5
0,113.910969878456,22.4189891025629,0,1,116582,2021/11/24 02:10:12,2021/11/24 02:44:56,16074,,SC,,1,2021-11-24T02:03:30.000,2
1,113.910816498084,22.4189363198434,0,2,515550,2021/11/24 06:55:48,2021/11/24 07:39:30,8022,,SC,,1,2021-11-24T02:15:30.000,2
2,113.910330375627,22.4187690307378,0,3,157054,2021/11/24 04:26:51,2021/11/24 04:31:00,18201,,SC,,1,2021-11-24T04:26:51.000,4
3,113.911368883603,22.4191264120274,0,4,479686,2021/11/24 02:21:51,2021/11/24 03:13:30,616,,SC,,1,2021-11-24T02:25:30.000,2
0,113.910604801892,22.4188634689266,0,1,33481,2021/11/25 06:34:00,2021/11/25 07:29:30,11756,,SC,,1,2021-11-25T01:11:30.000,1
1,113.911215534179,22.4190736399582,0,2,282524,2021/11/25 01:14:12,2021/11/25 02:49:30,24695,,SC,,1,2021-11-25T02:10:30.000,2
2,113.911242887324,22.4190830529836,0,3,282524,2021/11/25 01:14:12,2021/11/25 02:49:30,24695,,SC,,1,2021-11-25T02:10:30.000,2
3,113.911400170669,22.4191371788314,0,4,282524,2021/11/25 01:14:12,2021/11/25 02:49:30,24695,,SC,,1,2021-11-25T02:10:30.000,2
4,113.910541488068,22.4188416807687,0,5,293803,2021/11/25 01:07:33,2021/11/25 01:15:00,25282,,SC,,1,2021-11-25T01:11:30.000,1
5,113.910313260817,22.418763141026,0,6,230757,2021/11/25 02:11:24,2021/11/25 02:13:00,2202,,SC,,1,2021-11-25T02:11:30.000,2
0,113.909910855629,22.4186246615069,0,1,207804,2021/11/26 03:09:21,2021/11/26 04:26:30,20826,,SC,,1,2021-11-26T03:27:00.000,3
1,113.910171208503,22.4187142566259,0,2,207804,2021/11/26 03:09:21,2021/11/26 04:26:30,20826,,SC,,1,2021-11-26T01:09:33.000,1
2,113.910249292151,22.4187411275171,0,3,516501,2021/11/26 00:57:33,2021/11/26 01:51:30,8075,,SC,,1,2021-11-26T01:09:33.000,1
3,113.910364880647,22.4187809049352,0,4,516501,2021/11/26 00:57:33,2021/11/26 01:51:30,8075,,SC,,1,2021-11-26T01:08:15.000,1
4,113.910461143376,22.4188140317854,0,5,516501,2021/11/26 00:57:33,2021/11/26 01:51:30,8075,,SC,,1,2021-11-26T01:07:30.000,1
5,113.910496038547,22.4188260402452,0,6,516501,2021/11/26 00:57:33,2021/11/26 01:51:30,8075,,SC,,1,2021-11-26T01:07:30.000,1
6,113.911142445107,22.4190484878481,0,7,179278,2021/11/26 01:37:48,2021/11/26 02:45:30,19345,,SC,,1,2021-11-26T02:09:00.000,2
7,113.911247333723,22.4190845831209,0,8,179278,2021/11/26 01:37:48,2021/11/26 02:45:30,19345,,SC,,1,2021-11-26T02:09:00.000,2
8,113.911312261491,22.4191069266853,0,9,179278,2021/11/26 01:37:48,2021/11/26 02:45:30,19345,,SC,,1,2021-11-26T02:09:00.000,2
9,113.912149313771,22.4193949811152,0,10,294872,2021/11/26 19:33:12,2021/11/26 20:12:30,25335,,SC,,1,2021-11-26T20:01:30.000,20
10,113.910807997047,22.4189333943853,0,11,20149,2021/11/26 04:34:45,2021/11/26 05:11:30,11059,,SC,,1,2021-11-26T06:35:00.000,7
11,113.912888366239,22.4196493109138,0,12,20149,2021/11/26 04:34:45,2021/11/26 05:11:30,11059,,SC,,1,2021-11-26T04:34:45.000,5
12,113.91090807797,22.4189678351893,0,13,68541,2021/11/26 06:26:54,2021/11/26 07:34:30,13588,,SC,,1,2021-11-26T06:35:00.000,7
0,113.910764455213,22.4189184103535,0,1,481522,2021/11/27 06:29:06,2021/11/27 07:33:30,6259,,SC,,1,2021-11-27T07:03:30.000,7
1,113.91082240548,22.4189383527531,0,2,481522,2021/11/27 06:29:06,2021/11/27 07:33:30,6259,,SC,,1,2021-11-27T07:03:30.000,7
2,113.911193037194,22.4190658980805,0,3,481522,2021/11/27 06:29:06,2021/11/27 07:33:30,6259,,SC,,1,2021-11-27T23:32:21.000,0
3,113.909970281941,22.4186451118571,0,4,131757,2021/11/27 00:12:30,2021/11/27 00:15:13,16871,,SC,,1,2021-11-27T01:29:30.000,1
4,113.910617665395,22.4188678956384,0,5,200991,2021/11/27 23:39:51,2021/11/27 23:59:51,20476,,SC,,1,2021-11-27T02:30:04.000,3
5,113.909945797726,22.418636686115,0,6,345583,2021/11/27 04:00:51,2021/11/27 07:55:00,27988,,SC,,1,2021-11-27T01:29:30.000,1
6,113.910845089866,22.4189461591208,0,7,292449,2021/11/27 23:18:15,2021/11/27 23:58:15,25216,,SC,,1,2021-11-27T07:03:30.000,7
7,113.910833572974,22.418942195818,0,8,92034,2021/11/27 00:17:57,2021/11/27 00:21:00,14810,,SC,,1,2021-11-27T07:03:30.000,7
8,113.910264273422,22.4187462830154,0,9,141620,2021/11/27 00:27:42,2021/11/27 01:16:30,17396,,SC,,1,2021-11-27T00:32:30.000,1
9,113.91236855105,22.4194704271431,0,10,486654,2021/11/27 01:37:18,2021/11/27 02:47:30,6526,,SC,,1,2021-11-27T01:45:30.000,2
10,113.911128427636,22.4190436640221,0,11,293804,2021/11/27 23:32:21,2021/11/28 00:00:00,25282,,SC,,1,2021-11-27T23:32:21.000,0
11,113.909882073112,22.4186147565921,0,12,506959,2021/11/27 01:27:39,2021/11/27 02:49:30,7579,,SC,,1,2021-11-27T01:29:30.000,1
12,113.911699615339,22.419240226593,0,13,342408,2021/11/27 17:17:18,2021/11/27 17:18:30,27821,,SC,,1,2021-11-27T17:18:00.000,17
13,113.910819210422,22.4189372532391,0,14,477878,2021/11/27 02:29:36,2021/11/27 02:30:04,6063,,SC,,1,2021-11-27T07:03:30.000,7
0,113.910038004884,22.4186684173237,0,1,467136,2021/11/28 02:45:03,2021/11/28 02:56:00,5499,,SC,,1,2021-11-28T03:44:30.000,4
1,113.910071170096,22.4186798304534,0,2,467136,2021/11/28 02:45:03,2021/11/28 02:56:00,5499,,SC,,1,2021-11-28T03:44:30.000,4
2,113.910429720574,22.4188032182705,0,3,276459,2021/11/28 18:46:57,2021/11/28 18:56:00,24385,,SC,,1,2021-11-28T03:47:06.000,4
3,113.909972953423,22.4186460311932,0,4,189315,2021/11/28 19:10:45,2021/11/28 19:36:00,19863,,SC,,1,2021-11-28T00:22:00.000,0
4,113.910132505311,22.4187009377136,0,5,92338,2021/11/28 03:27:39,2021/11/28 03:53:16,14826,,SC,,1,2021-11-28T03:44:30.000,4
5,113.910481407386,22.41882100523,0,6,92338,2021/11/28 03:27:39,2021/11/28 03:53:16,14826,,SC,,1,2021-11-28T03:47:30.000,4
6,113.911286781199,22.4190981581637,0,7,92338,2021/11/28 03:27:39,2021/11/28 03:53:16,14826,,SC,,1,2021-11-28T00:33:30.000,1
7,113.910302372379,22.4187593939925,0,8,146040,2021/11/28 02:45:18,2021/11/28 05:25:00,17627,,SC,,1,2021-11-28T04:48:21.000,5
8,113.910201339685,22.4187246256563,0,9,388450,2021/11/28 04:15:39,2021/11/28 05:53:30,30204,,SC,,1,2021-11-28T03:44:30.000,4
9,113.909934879882,22.4186329289623,0,10,405016,2021/11/28 03:18:51,2021/11/28 04:00:00,31060,,SC,,1,2021-11-28T02:53:03.000,3
10,113.911984403821,22.4193382307275,0,11,300243,2021/11/28 01:54:03,2021/11/28 02:49:00,25615,,SC,,1,2021-11-28T02:03:00.000,2
11,113.910140015136,22.4187035220663,0,12,218958,2021/11/28 03:58:33,2021/11/28 05:19:30,21408,,SC,,1,2021-11-28T03:44:30.000,4
12,113.910135647519,22.4187020190403,0,13,293804,2021/11/28 00:00:00,2021/11/28 00:38:30,25282,,SC,,1,2021-11-28T03:44:30.000,4
13,113.910279594198,22.4187515553472,0,14,293804,2021/11/28 00:00:00,2021/11/28 00:38:30,25282,,SC,,1,2021-11-28T04:48:21.000,5
14,113.911057222357,22.4190191601808,0,15,293804,2021/11/28 00:00:00,2021/11/28 00:38:30,25282,,SC,,1,2021-11-28T00:34:36.000,1
15,113.910351383066,22.4187762600186,0,16,553110,2021/11/28 06:28:24,2021/11/28 06:53:30,9962,,SC,,1,2021-11-28T04:48:21.000,5
16,113.911621777362,22.4192134402445,0,17,553110,2021/11/28 06:28:24,2021/11/28 06:53:30,9962,,SC,,1,2021-11-28T00:33:30.000,1
17,113.910925309663,22.4189737651239,0,18,1328,2021/11/28 03:52:00,2021/11/28 03:53:30,10067,,SC,,1,2021-11-28T03:53:00.000,4
18,113.910660294908,22.4188825657138,0,19,17329,2021/11/28 01:39:33,2021/11/28 02:03:00,10911,,SC,,1,2021-11-28T01:45:33.000,2
19,113.911779465187,22.4192677052861,0,20,414228,2021/11/28 04:56:12,2021/11/28 05:27:30,31541,,SC,,1,2021-11-28T02:03:00.000,2
0,113.911379200515,22.4191299623819,0,1,378907,2021/11/29 01:36:06,2021/11/29 02:49:00,2971,,SC,,1,2021-11-29T08:21:57.000,8
1,113.911468741151,22.4191607759611,0,2,378907,2021/11/29 01:36:06,2021/11/29 02:49:00,2971,,SC,,1,2021-11-29T08:21:57.000,8
2,113.911741488837,22.4192546365013,0,3,378907,2021/11/29 01:36:06,2021/11/29 02:49:00,2971,,SC,,1,2021-11-29T08:22:00.000,8
3,113.910346514557,22.4187745846205,0,4,491485,2021/11/29 06:31:51,2021/11/29 07:53:03,6777,,SC,,1,2021-11-29T06:39:00.000,7
4,113.910939227352,22.4189785546121,0,5,491485,2021/11/29 06:31:51,2021/11/29 07:53:03,6777,,SC,,1,2021-11-29T06:38:00.000,7
5,113.91123303373,22.4190796620707,0,6,491485,2021/11/29 06:31:51,2021/11/29 07:53:03,6777,,SC,,1,2021-11-29T07:02:00.000,7
6,113.910169402928,22.4187136352741,0,7,495473,2021/11/29 04:37:21,2021/11/29 04:39:30,6984,,SC,,1,2021-11-29T06:30:03.000,7
7,113.911672335649,22.4192308388455,0,8,533501,2021/11/29 08:21:57,2021/11/29 08:23:30,8955,,SC,,1,2021-11-29T08:22:00.000,8
8,113.910202340372,22.4187249700221,0,9,374138,2021/11/29 06:26:03,2021/11/29 06:41:21,29465,,SC,,1,2021-11-29T06:33:30.000,7
9,113.910208001782,22.4187269182807,0,10,374138,2021/11/29 06:26:03,2021/11/29 06:41:21,29465,,SC,,1,2021-11-29T06:33:30.000,7
10,113.910805665912,22.418932592173,0,11,509135,2021/11/29 01:48:39,2021/11/29 01:53:37,7691,,SC,,1,2021-11-29T06:38:00.000,7
0,113.910802701707,22.4189315721024,0,1,169347,2021/11/30 01:34:51,2021/11/30 02:43:30,1884,,SC,,1,2021-11-30T01:44:30.000,2
1,113.911569564777,22.419195472351,0,2,443209,2021/11/30 06:34:15,2021/11/30 07:46:30,426,,SC,,1,2021-11-30T06:42:00.000,7
2,113.910082957265,22.4186838867665,0,3,504615,2021/11/30 02:22:15,2021/11/30 02:41:57,746,,SC,,1,2021-11-30T02:40:00.000,3
0,113.909984890427,22.418650139069,0,1,301349,2021/12/01 21:02:45,2021/12/01 21:30:33,25672,,SC,,1,2021-12-01T21:27:30.000,21
1,113.911070455017,22.4190237139304,0,2,32772,2021/12/01 09:54:06,2021/12/01 13:50:00,11719,,SC,,1,2021-12-01T13:37:30.000,14
2,113.911381206112,22.4191306525671,0,3,32772,2021/12/01 09:54:06,2021/12/01 13:50:00,11719,,SC,,1,2021-12-01T10:50:00.000,11
3,113.912603959594,22.4195514381808,0,4,32772,2021/12/01 09:54:06,2021/12/01 13:50:00,11719,,SC,,1,2021-12-01T12:48:30.000,13
4,113.909822402962,22.4185942223296,0,5,267242,2021/12/01 18:34:24,2021/12/01 18:43:36,23907,,SC,,1,2021-12-01T22:17:06.000,22
5,113.909828583572,22.4185963492601,0,6,267242,2021/12/01 18:34:24,2021/12/01 18:43:36,23907,,SC,,1,2021-12-01T22:16:30.000,22
6,113.910042909874,22.4186701052758,0,7,267242,2021/12/01 18:34:24,2021/12/01 18:43:36,23907,,SC,,1,2021-12-01T18:43:00.000,19
7,113.912213200178,22.4194169663164,0,8,316461,2021/12/01 06:42:12,2021/12/01 07:46:30,26461,,SC,,1,2021-12-01T06:33:30.000,7
8,113.909856826262,22.4186060684048,0,9,403154,2021/12/01 21:20:12,2021/12/01 22:18:12,30970,,SC,,1,2021-12-01T22:16:30.000,22
9,113.909897867798,22.4186201920102,0,10,403154,2021/12/01 21:20:12,2021/12/01 22:18:12,30970,,SC,,1,2021-12-01T22:17:30.000,22
10,113.909916247597,22.4186265170423,0,11,403154,2021/12/01 21:20:12,2021/12/01 22:18:12,30970,,SC,,1,2021-12-01T22:17:30.000,22
11,113.911179579245,22.4190612668026,0,12,178806,2021/12/01 01:38:24,2021/12/01 05:11:28,19319,60.0,SC,PV,1,2021-12-01T10:50:00.000,11
12,113.910399801301,22.4187929221644,0,13,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T07:14:30.000,7
13,113.910400864611,22.4187932880807,0,14,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T07:14:30.000,7
14,113.910536105669,22.418839828526,0,15,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T06:41:06.000,7
15,113.910562396339,22.4188488759227,0,16,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T06:41:06.000,7
16,113.911521173538,22.4191788194952,0,17,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T07:16:00.000,7
17,113.911842195531,22.4192892926515,0,18,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T06:34:00.000,7
18,113.911971776835,22.4193338854083,0,19,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T06:34:00.000,7
19,113.912825294304,22.4196276059964,0,20,238626,2021/12/01 05:24:51,2021/12/01 07:50:30,22429,,SC,,1,2021-12-01T06:38:00.000,7
20,113.910652085993,22.4188797407836,0,21,233453,2021/12/01 06:33:48,2021/12/01 18:50:39,22161,,SC,,1,2021-12-01T06:41:06.000,7
21,113.912615302134,22.4195553414842,0,22,233453,2021/12/01 06:33:48,2021/12/01 18:50:39,22161,,SC,,1,2021-12-01T12:48:30.000,13
0,113.909895135449,22.4186192517281,0,1,344132,2021/12/02 02:20:33,2021/12/02 06:27:30,2791,,SC,,1,2021-12-02T08:32:30.000,9
1,113.910890193754,22.4189616807018,0,2,70083,2021/12/02 01:36:33,2021/12/02 02:19:30,13666,,SC,,1,2021-12-02T01:45:00.000,2
2,113.911110184981,22.4190373861852,0,3,70083,2021/12/02 01:36:33,2021/12/02 02:19:30,13666,,SC,,1,2021-12-02T01:45:00.000,2
3,113.912030366445,22.4193540478247,0,4,70083,2021/12/02 01:36:33,2021/12/02 02:19:30,13666,,SC,,1,2021-12-02T04:58:00.000,5
4,113.909831023634,22.4185971889577,0,5,195110,2021/12/02 18:01:00,2021/12/02 19:01:00,20167,,SC,,1,2021-12-02T08:32:30.000,9
5,113.910201081319,22.4187245367447,0,6,195110,2021/12/02 18:01:00,2021/12/02 19:01:00,20167,,SC,,1,2021-12-02T18:34:30.000,19
6,113.912390375587,22.4194779376111,0,7,195110,2021/12/02 18:01:00,2021/12/02 19:01:00,20167,,SC,,1,2021-12-02T18:18:30.000,18
7,113.910075604636,22.4186813565097,0,8,433839,2021/12/02 06:41:33,2021/12/02 06:45:00,3768,,SC,,1,2021-12-02T05:14:00.000,5
8,113.909906553823,22.4186231811282,0,9,464476,2021/12/02 10:41:42,2021/12/02 12:14:00,5359,,SC,,1,2021-12-02T08:32:30.000,9
9,113.912096457936,22.4193767918603,0,10,464476,2021/12/02 10:41:42,2021/12/02 12:14:00,5359,,SC,,1,2021-12-02T04:58:00.000,5
10,113.911562483247,22.4191930353872,0,11,147653,2021/12/02 06:37:15,2021/12/02 07:35:30,17711,,SC,,1,2021-12-02T06:43:30.000,7
11,113.909858740324,22.4186067270898,0,12,126471,2021/12/02 08:31:36,2021/12/02 08:53:36,16600,,SC,,1,2021-12-02T08:32:30.000,9
12,113.91185646438,22.4192942029842,0,13,29885,2021/12/02 09:49:15,2021/12/02 10:40:30,11570,,SC,,1,2021-12-02T10:39:00.000,11
13,113.912083985447,22.4193724997081,0,14,313779,2021/12/02 04:48:18,2021/12/02 04:58:30,26325,,SC,,1,2021-12-02T04:58:00.000,5
14,113.90982601376,22.418595464912,0,15,307650,2021/12/02 04:39:00,2021/12/02 05:33:00,260,,SC,,1,2021-12-02T08:32:30.000,9
0,113.910393202085,22.4187906511789,0,1,17204,2021/12/03 02:04:27,2021/12/03 05:58:00,10904,,RTV,,1,2021-12-03T05:49:30.000,6
1,113.909935214195,22.4186330440094,0,2,105198,2021/12/03 07:33:09,2021/12/03 07:50:00,15484,,SC,,1,2021-12-03T07:40:30.000,8
2,113.91133146154,22.4191135339896,0,3,305251,2021/12/03 09:44:27,2021/12/03 10:36:30,25875,,SC,,1,2021-12-03T01:32:30.000,2
3,113.912495927344,22.4195142610906,0,4,305251,2021/12/03 09:44:27,2021/12/03 10:36:30,25875,,SC,,1,2021-12-03T19:33:30.000,20
4,113.910913668826,22.4189697591679,0,5,201232,2021/12/03 04:20:57,2021/12/03 09:19:00,20489,,SC,,1,2021-12-03T08:38:39.000,9
5,113.91067789754,22.4188886232999,0,6,539557,2021/12/03 07:24:33,2021/12/03 07:58:00,9259,,SC,,1,2021-12-03T07:51:00.000,8
6,113.910452281099,22.4188109820139,0,7,545677,2021/12/03 02:59:15,2021/12/03 03:57:30,957,,SC,,1,2021-12-03T05:49:30.000,6
7,113.910268638017,22.4187477850013,0,8,98302,2021/12/03 10:38:00,2021/12/03 12:22:30,15134,,SC,,1,2021-12-03T05:49:30.000,6
8,113.912536357796,22.4195281744041,0,9,24490,2021/12/03 18:49:30,2021/12/03 20:36:30,11285,,SC,,1,2021-12-03T19:33:30.000,20
9,113.91152861237,22.4191813794173,0,10,198579,2021/12/03 06:49:45,2021/12/03 07:50:30,20344,60.0,SC,SC,1,2021-12-03T07:14:30.000,7
10,113.911628895295,22.4192158897357,0,11,198579,2021/12/03 06:49:45,2021/12/03 07:50:30,20344,60.0,SC,SC,1,2021-12-03T07:14:30.000,7
11,113.911253405843,22.4190866727172,0,12,470340,2021/12/03 02:49:54,2021/12/03 04:00:00,5668,,SC,,1,2021-12-03T05:07:00.000,5
