,X,Y,Z,fid,overall_tn,begin,end,Track ID,Vessel Type Number,Ship Type_Length,Ship Type_Num,fid_2,Nearest,Hour
12,113.911711589856,22.4192443473785,0,13,470340,2021/12/03 02:49:54,2021/12/03 04:00:00,5668,,SC,,1,2021-12-03T03:43:30.000,4
13,113.91177074465,22.4192647042913,0,14,470340,2021/12/03 02:49:54,2021/12/03 04:00:00,5668,,SC,,1,2021-12-03T03:43:30.000,4
14,113.91131296408,22.4191071684669,0,15,470341,2021/12/03 04:53:54,2021/12/03 05:17:30,5668,,SC,,1,2021-12-03T01:32:30.000,2
15,113.91156265632,22.4191930949468,0,16,470341,2021/12/03 04:53:54,2021/12/03 05:17:30,5668,,SC,,1,2021-12-03T07:14:30.000,7
16,113.91073493169,22.4189082504365,0,17,470342,2021/12/03 06:32:03,2021/12/03 07:02:30,5668,,SC,,1,2021-12-03T07:51:00.000,8
17,113.911030987197,22.419010131887,0,18,470342,2021/12/03 06:32:03,2021/12/03 07:02:30,5668,,SC,,1,2021-12-03T08:38:39.000,9
18,113.911265861279,22.4190909590008,0,19,470342,2021/12/03 06:32:03,2021/12/03 07:02:30,5668,,SC,,1,2021-12-03T05:07:00.000,5
19,113.911645835042,22.4192217192035,0,20,470342,2021/12/03 06:32:03,2021/12/03 07:02:30,5668,,SC,,1,2021-12-03T07:14:30.000,7
20,113.910205851775,22.4187261783999,0,21,132806,2021/12/03 23:50:36,2021/12/03 23:52:27,16926,,SC,,1,2021-12-03T23:51:00.000,0
21,113.911110027291,22.4190373319196,0,22,89186,2021/12/03 01:47:27,2021/12/03 02:32:36,14663,,SC,,1,2021-12-03T10:17:00.000,10
22,113.911445365745,22.4191527317931,0,23,89186,2021/12/03 01:47:27,2021/12/03 02:32:36,14663,,SC,,1,2021-12-03T01:32:30.000,2
23,113.912528500871,22.4195254706039,0,24,89186,2021/12/03 01:47:27,2021/12/03 02:32:36,14663,,SC,,1,2021-12-03T19:33:30.000,20
24,113.910726006464,22.4189051790025,0,25,62688,2021/12/03 10:31:51,2021/12/03 10:33:00,13281,,SC,,1,2021-12-03T07:51:00.000,8
0,113.912517319166,22.4195216226489,0,1,420333,2021/12/04 13:47:15,2021/12/04 14:09:34,3186,,SC,,1,2021-12-04T13:55:30.000,14
1,113.910067481697,22.4186785611662,0,2,6713,2021/12/04 02:15:57,2021/12/04 03:32:30,10354,,SC,,1,2021-12-04T05:10:00.000,5
2,113.911340173203,22.4191165319301,0,3,160393,2021/12/04 01:54:42,2021/12/04 01:59:00,18377,,SC,,1,2021-12-04T01:46:30.000,2
3,113.911446967344,22.4191532829507,0,4,43493,2021/12/04 03:01:12,2021/12/04 03:07:46,12282,,SC,,1,2021-12-04T03:02:00.000,3
4,113.912155186756,22.4193970021832,0,5,223543,2021/12/04 01:36:00,2021/12/04 02:35:00,21644,,SC,,1,2021-12-04T20:04:30.000,20
5,113.911147748363,22.4190503128553,0,6,188999,2021/12/04 01:43:03,2021/12/04 01:50:00,19849,,SC,,1,2021-12-04T04:58:30.000,5
6,113.911375389992,22.4191286510682,0,7,188999,2021/12/04 01:43:03,2021/12/04 01:50:00,19849,,SC,,1,2021-12-04T01:46:30.000,2
7,113.911072639891,22.4190244658102,0,8,448359,2021/12/04 06:32:21,2021/12/04 07:38:00,453,,SC,,1,2021-12-04T04:58:30.000,5
8,113.91109655386,22.4190326953136,0,9,395001,2021/12/04 04:58:18,2021/12/04 04:59:16,30540,,SC,,1,2021-12-04T04:58:30.000,5
9,113.912170481378,22.4194022655144,0,10,10079,2021/12/04 19:33:54,2021/12/04 20:17:00,10532,,SC,,1,2021-12-04T20:04:30.000,20
10,113.911845145528,22.4192903078327,0,11,122392,2021/12/04 09:49:36,2021/12/04 11:29:18,16382,,SC,,1,2021-12-04T03:20:30.000,3
11,113.910289507246,22.41875496672,0,12,192312,2021/12/04 03:08:12,2021/12/04 03:11:00,20018,,SC,,1,2021-12-04T03:29:30.000,3
12,113.911103057169,22.4190349332945,0,13,396156,2021/12/04 07:52:42,2021/12/04 08:19:30,30603,,SC,,1,2021-12-04T04:58:30.000,5
13,113.912216281919,22.4194180268343,0,14,396156,2021/12/04 07:52:42,2021/12/04 08:19:30,30603,,SC,,1,2021-12-04T20:04:30.000,20
14,113.910948087538,22.418981603664,0,15,17414,2021/12/04 02:58:06,2021/12/04 04:46:00,10916,,SC,,1,2021-12-04T04:06:30.000,4
15,113.91117886151,22.4190610198087,0,16,17414,2021/12/04 02:58:06,2021/12/04 04:46:00,10916,,SC,,1,2021-12-04T04:58:30.000,5
16,113.911357695996,22.4191225620412,0,17,17414,2021/12/04 02:58:06,2021/12/04 04:46:00,10916,,SC,,1,2021-12-04T01:46:30.000,2
17,113.911549851682,22.4191886884921,0,18,17414,2021/12/04 02:58:06,2021/12/04 04:46:00,10916,,SC,,1,2021-12-04T03:03:00.000,3
18,113.911359742903,22.4191232664423,0,19,461424,2021/12/04 17:19:09,2021/12/04 17:21:00,52,,SC,,1,2021-12-04T01:46:30.000,2
19,113.910137364258,22.418702609821,0,20,385312,2021/12/04 05:09:27,2021/12/04 05:15:30,30041,,SC,,1,2021-12-04T05:10:00.000,5
0,113.910052841398,22.4186735230066,0,1,214008,2021/12/05 04:46:03,2021/12/05 05:00:30,21149,,SC,,1,2021-12-05T01:08:33.000,1
1,113.910470885949,22.4188173844926,0,2,542159,2021/12/05 02:59:00,2021/12/05 03:03:30,939,,SC,,1,2021-12-05T08:45:00.000,9
2,113.911398797816,22.4191367063921,0,3,246615,2021/12/05 04:53:45,2021/12/05 04:57:09,22839,,SC,,1,2021-12-05T04:54:30.000,5
3,113.91287736032,22.4196455234516,0,4,345686,2021/12/05 02:29:21,2021/12/05 04:33:30,27992,,SC,,1,2021-12-05T04:31:30.000,5
4,113.911564897152,22.4191938660832,0,5,380206,2021/12/05 05:17:12,2021/12/05 05:21:00,29779,,SC,,1,2021-12-05T06:53:30.000,7
5,113.910745453797,22.4189118714044,0,6,337133,2021/12/05 03:20:48,2021/12/05 03:25:00,27538,,SC,,1,2021-12-05T08:45:00.000,9
6,113.910872845965,22.4189557108148,0,7,464354,2021/12/05 00:17:15,2021/12/05 01:07:30,5352,,SC,,1,2021-12-05T00:18:00.000,0
7,113.911157972979,22.4190538314478,0,8,298328,2021/12/05 21:11:57,2021/12/05 21:44:00,25513,,SC,,1,2021-12-05T21:21:30.000,21
8,113.912504962317,22.4195173702918,0,9,298328,2021/12/05 21:11:57,2021/12/05 21:44:00,25513,,SC,,1,2021-12-05T21:23:30.000,21
9,113.911182150471,22.4190621516374,0,10,50636,2021/12/05 01:44:18,2021/12/05 01:54:02,12648,,SC,,1,2021-12-05T21:21:30.000,21
10,113.910581757526,22.4188555386795,0,11,109724,2021/12/05 03:16:09,2021/12/05 03:17:00,15715,,SC,,1,2021-12-05T08:45:00.000,9
11,113.911324883356,22.419111270242,0,12,210218,2021/12/05 01:41:18,2021/12/05 02:36:30,20953,,SC,,1,2021-12-05T04:54:30.000,5
12,113.911657788419,22.4192258327137,0,13,261567,2021/12/05 06:46:03,2021/12/05 07:01:00,23618,,SC,,1,2021-12-05T06:53:30.000,7
13,113.911790754677,22.4192715903333,0,14,268899,2021/12/05 04:25:33,2021/12/05 05:30:30,23996,,SC,,1,2021-12-05T05:29:30.000,5
14,113.910737582048,22.4189091625029,0,15,251042,2021/12/05 06:51:15,2021/12/05 08:46:00,23069,,SC,,1,2021-12-05T08:45:00.000,9
15,113.911722416551,22.4192480731641,0,16,248979,2021/12/05 01:12:12,2021/12/05 01:13:00,22958,,SC,,1,2021-12-05T06:53:30.000,7
16,113.909852963113,22.4186047389809,0,17,331812,2021/12/05 04:20:18,2021/12/05 06:09:30,27258,,SC,,1,2021-12-05T06:21:00.000,6
0,113.910807493151,22.4189332209799,0,1,547438,2021/12/06 10:39:09,2021/12/06 12:18:00,9661,,SC,,1,2021-12-06T19:56:00.000,20
1,113.910266164212,22.4187469336919,0,2,88182,2021/12/06 09:59:45,2021/12/06 10:37:00,14607,,SC,,1,2021-12-06T10:19:00.000,10
2,113.911592703963,22.4192034352286,0,3,411277,2021/12/06 17:49:12,2021/12/06 21:30:04,31386,,SC,,1,2021-12-06T01:42:30.000,2
3,113.911163819992,22.4190558435777,0,4,210576,2021/12/06 01:34:30,2021/12/06 02:26:00,20972,,SC,,1,2021-12-06T21:11:00.000,21
4,113.911370078491,22.4191268232238,0,5,210576,2021/12/06 01:34:30,2021/12/06 02:26:00,20972,,SC,,1,2021-12-06T02:06:30.000,2
5,113.911065832907,22.4190221233255,0,6,71292,2021/12/06 20:28:06,2021/12/06 21:38:00,13730,,SC,,1,2021-12-06T21:11:00.000,21
6,113.912421193841,22.4194885430833,0,7,71292,2021/12/06 20:28:06,2021/12/06 21:38:00,13730,,SC,,1,2021-12-06T21:13:00.000,21
7,113.911157382897,22.419053628383,0,8,115874,2021/12/06 03:03:00,2021/12/06 03:04:24,16036,,SC,,1,2021-12-06T21:11:00.000,21
8,113.909910849591,22.4186246594291,0,9,471126,2021/12/06 01:48:21,2021/12/06 01:51:24,5709,,SC,,1,2021-12-06T01:49:00.000,2
9,113.910601699084,22.4188624011587,0,10,221399,2021/12/06 19:54:54,2021/12/06 19:59:00,21538,,SC,,1,2021-12-06T19:56:30.000,20
10,113.911342733594,22.4191174130363,0,11,491380,2021/12/06 06:29:48,2021/12/06 07:45:30,6772,,SC,,1,2021-12-06T02:06:30.000,2
0,113.912078195393,22.4193705071795,0,1,76619,2021/12/07 02:08:42,2021/12/07 02:12:12,14009,,SC,,1,2021-12-07T01:43:00.000,2
1,113.910581284913,22.4188553760391,0,2,313869,2021/12/07 01:34:39,2021/12/07 02:45:00,2633,,SC,,1,2021-12-07T02:08:00.000,2
2,113.910610026472,22.4188652668592,0,3,313869,2021/12/07 01:34:39,2021/12/07 02:45:00,2633,,SC,,1,2021-12-07T02:08:00.000,2
3,113.912015392613,22.4193488948866,0,4,313869,2021/12/07 01:34:39,2021/12/07 02:45:00,2633,,SC,,1,2021-12-07T01:43:00.000,2
4,113.911072358155,22.4190243688564,0,5,244307,2021/12/07 07:04:09,2021/12/07 07:44:00,22719,60.0,SC,PV,1,2021-12-07T02:07:30.000,2
5,113.911321165937,22.419109990968,0,6,244307,2021/12/07 07:04:09,2021/12/07 07:44:00,22719,60.0,SC,PV,1,2021-12-07T07:07:30.000,7
6,113.911820713286,22.419281899976,0,7,419884,2021/12/07 07:04:42,2021/12/07 07:11:30,31837,,SC,,1,2021-12-07T07:09:30.000,7
7,113.911990760835,22.4193404183636,0,8,177105,2021/12/07 07:28:03,2021/12/07 07:29:15,19232,,SC,,1,2021-12-07T07:09:30.000,7
8,113.911006849322,22.4190018253306,0,9,315613,2021/12/07 06:37:57,2021/12/07 06:50:30,26419,,SC,,1,2021-12-07T02:07:30.000,2
9,113.909990761638,22.4186521595262,0,10,56940,2021/12/07 03:00:15,2021/12/07 03:24:03,12979,,SC,,1,2021-12-07T03:22:00.000,3
10,113.911192507296,22.419065715727,0,11,113753,2021/12/07 07:03:48,2021/12/07 07:10:30,15926,,SC,,1,2021-12-07T02:07:30.000,2
0,113.911594804531,22.4192041580961,0,1,366543,2021/12/08 01:36:03,2021/12/08 02:36:00,29072,,SC,,1,2021-12-08T06:44:00.000,7
1,113.911163178995,22.4190556229918,0,2,181016,2021/12/08 21:17:06,2021/12/08 21:42:00,19431,,SC,,1,2021-12-08T07:22:00.000,7
2,113.912754500014,22.4196032435891,0,3,181016,2021/12/08 21:17:06,2021/12/08 21:42:00,19431,,SC,,1,2021-12-08T21:29:30.000,21
3,113.910789367809,22.4189269835141,0,4,26250,2021/12/08 07:08:12,2021/12/08 07:40:30,11381,,SC,,1,2021-12-08T06:51:24.000,7
4,113.912756067563,22.4196037830289,0,5,26250,2021/12/08 07:08:12,2021/12/08 07:40:30,11381,,SC,,1,2021-12-08T21:29:30.000,21
5,113.911479748883,22.4191645640469,0,6,93108,2021/12/08 06:36:21,2021/12/08 07:47:30,14866,,SC,,1,2021-12-08T01:43:30.000,2
0,113.911997239611,22.4193426479019,0,1,330007,2021/12/09 20:24:06,2021/12/09 20:25:21,27160,,SC,,1,2021-12-09T20:54:30.000,21
1,113.911754721132,22.4192591901254,0,2,83871,2021/12/09 07:53:36,2021/12/09 07:55:30,14382,,SC,,1,2021-12-09T06:29:00.000,6
2,113.911644078225,22.4192211146307,0,3,136840,2021/12/09 06:08:51,2021/12/09 06:31:00,17143,,SC,,1,2021-12-09T06:28:30.000,6
3,113.911650265913,22.4192232439972,0,4,149204,2021/12/09 07:43:48,2021/12/09 08:29:57,17793,,SC,,1,2021-12-09T06:28:30.000,6
4,113.910244876285,22.4187396078871,0,5,356941,2021/12/09 03:09:27,2021/12/09 05:06:00,28578,,SC,,1,2021-12-09T03:13:30.000,3
5,113.911218515089,22.4190746657773,0,6,434797,2021/12/09 03:05:06,2021/12/09 03:46:30,3815,,SC,,1,2021-12-09T03:13:30.000,3
6,113.911317922897,22.4191088749423,0,7,434797,2021/12/09 03:05:06,2021/12/09 03:46:30,3815,,SC,,1,2021-12-09T03:13:00.000,3
7,113.910251925735,22.4187420338111,0,8,40898,2021/12/09 06:34:27,2021/12/09 07:57:00,12147,,SC,,1,2021-12-09T03:13:30.000,3
8,113.910732887313,22.4189075469059,0,9,40898,2021/12/09 06:34:27,2021/12/09 07:57:00,12147,,SC,,1,2021-12-09T07:14:00.000,7
9,113.910736653065,22.4189088428124,0,10,40898,2021/12/09 06:34:27,2021/12/09 07:57:00,12147,,SC,,1,2021-12-09T07:14:00.000,7
10,113.911327996053,22.419112341413,0,11,114410,2021/12/09 01:38:12,2021/12/09 02:43:00,15960,,SC,,1,2021-12-09T03:13:00.000,3
11,113.911413752163,22.419141852625,0,12,114410,2021/12/09 01:38:12,2021/12/09 02:43:00,15960,,SC,,1,2021-12-09T03:03:57.000,3
12,113.912182696699,22.4194064691676,0,13,114410,2021/12/09 01:38:12,2021/12/09 02:43:00,15960,,SC,,1,2021-12-09T20:54:30.000,21
13,113.910219866623,22.4187310013231,0,14,118480,2021/12/09 20:42:36,2021/12/09 21:07:00,16171,,SC,,1,2021-12-09T03:13:30.000,3
14,113.912434559797,22.4194931427039,0,15,118480,2021/12/09 20:42:36,2021/12/09 21:07:00,16171,,SC,,1,2021-12-09T02:12:30.000,2
15,113.911571770281,22.41919623133,0,16,290054,2021/12/09 00:44:18,2021/12/09 02:40:00,25088,,SC,,1,2021-12-09T06:28:00.000,6
16,113.911596829028,22.4192048547855,0,17,290054,2021/12/09 00:44:18,2021/12/09 02:40:00,25088,,SC,,1,2021-12-09T06:28:30.000,6
0,113.91127180153,22.4190930032166,0,1,341931,2021/12/10 01:34:57,2021/12/10 02:35:00,27797,,SC,,1,2021-12-10T07:11:30.000,7
1,113.911354887097,22.419121595416,0,2,341931,2021/12/10 01:34:57,2021/12/10 02:35:00,27797,,SC,,1,2021-12-10T07:11:30.000,7
2,113.911785936718,22.4192699323312,0,3,341931,2021/12/10 01:34:57,2021/12/10 02:35:00,27797,,SC,,1,2021-12-10T02:06:00.000,2
3,113.911200091818,22.4190683257853,0,4,356024,2021/12/10 22:01:18,2021/12/10 22:02:00,28528,,SC,,1,2021-12-10T22:01:30.000,22
4,113.910072704427,22.4186803584618,0,5,521033,2021/12/10 23:17:33,2021/12/10 23:21:00,831,,SC,,1,2021-12-10T03:54:00.000,4
5,113.913169931604,22.4197462058781,0,6,275027,2021/12/10 20:53:00,2021/12/10 21:28:30,24306,,SC,,1,2021-12-10T21:16:30.000,21
6,113.910994604415,22.4189976114962,0,7,455617,2021/12/10 06:36:00,2021/12/10 07:32:00,4902,,SC,,1,2021-12-10T22:01:30.000,22
7,113.911292508236,22.4191001290061,0,8,455617,2021/12/10 06:36:00,2021/12/10 07:32:00,4902,,SC,,1,2021-12-10T07:11:30.000,7
0,113.910596193519,22.4188605065313,0,1,477711,2021/12/11 03:53:15,2021/12/11 03:54:27,6055,,SC,,1,2021-12-11T03:04:00.000,3
1,113.911086792554,22.4190293361597,0,2,477711,2021/12/11 03:53:15,2021/12/11 03:54:27,6055,,SC,,1,2021-12-11T03:06:00.000,3
2,113.910946286765,22.4189809839647,0,3,215776,2021/12/11 05:10:18,2021/12/11 05:10:30,21239,70.0,SC,HSV,1,2021-12-11T03:06:00.000,3
3,113.910007892445,22.4186580547433,0,4,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T08:24:42.000,8
4,113.91055173996,22.4188452087476,0,5,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T03:04:00.000,3
5,113.910961325654,22.4189861592912,0,6,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T03:06:00.000,3
6,113.911058483038,22.4190195940186,0,7,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T03:06:00.000,3
7,113.911302297339,22.419103497726,0,8,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T08:09:30.000,8
8,113.911711732929,22.4192443966141,0,9,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T08:13:30.000,8
9,113.911735939838,22.4192527269268,0,10,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T08:13:30.000,8
10,113.911955856611,22.4193284067887,0,11,39436,2021/12/11 06:30:27,2021/12/11 08:24:42,12069,,SC,,1,2021-12-11T03:21:30.000,3
11,113.909878763738,22.4186136177386,0,12,59907,2021/12/11 02:09:51,2021/12/11 03:06:00,13138,52.0,SC,PV,1,2021-12-11T01:29:00.000,1
12,113.910491114304,22.4188243456677,0,13,84376,2021/12/11 23:51:24,2021/12/11 23:59:24,14409,70.0,SC,RTV,1,2021-12-11T23:55:30.000,0
13,113.910491147911,22.4188243572325,0,14,84376,2021/12/11 23:51:24,2021/12/11 23:59:24,14409,70.0,SC,RTV,1,2021-12-11T23:55:30.000,0
14,113.910491152944,22.4188243589646,0,15,84376,2021/12/11 23:51:24,2021/12/11 23:59:24,14409,70.0,SC,RTV,1,2021-12-11T23:55:30.000,0
15,113.910525883585,22.4188363108049,0,16,84376,2021/12/11 23:51:24,2021/12/11 23:59:24,14409,70.0,SC,RTV,1,2021-12-11T23:55:30.000,0
16,113.910568370371,22.4188509317637,0,17,399405,2021/12/11 05:21:27,2021/12/11 06:54:00,30771,,SC,,1,2021-12-11T03:04:00.000,3
17,113.910532702922,22.4188386575402,0,18,325512,2021/12/11 06:50:42,2021/12/11 06:57:00,26927,,SC,,1,2021-12-11T03:04:00.000,3
18,113.91156311925,22.4191932542544,0,19,365988,2021/12/11 01:35:51,2021/12/11 01:51:00,29042,,SC,,1,2021-12-11T08:13:00.000,8
19,113.911073798534,22.4190248645335,0,20,30287,2021/12/11 15:32:21,2021/12/11 15:33:33,11592,,SC,,1,2021-12-11T03:06:00.000,3
20,113.909891553097,22.4186180189352,0,21,467917,2021/12/11 02:06:21,2021/12/11 03:17:06,554,60.0,SC,PV,1,2021-12-11T01:29:00.000,1
21,113.911641972826,22.4192203901007,0,22,467917,2021/12/11 02:06:21,2021/12/11 03:17:06,554,60.0,SC,PV,1,2021-12-11T08:13:00.000,8
22,113.911851806647,22.4192926001206,0,23,467917,2021/12/11 02:06:21,2021/12/11 03:17:06,554,60.0,SC,PV,1,2021-12-11T03:22:00.000,3
23,113.911638911732,22.4192193366878,0,24,496186,2021/12/11 06:26:09,2021/12/11 06:27:30,7021,,SC,,1,2021-12-11T08:13:00.000,8
24,113.910387609359,22.4187887265565,0,25,209648,2021/12/11 10:31:30,2021/12/11 13:55:30,20923,70.0,SC,RTV,1,2021-12-11T03:13:00.000,3
25,113.910422493827,22.4188007313332,0,26,209648,2021/12/11 10:31:30,2021/12/11 13:55:30,20923,70.0,SC,RTV,1,2021-12-11T03:53:15.000,4
26,113.910532747952,22.4188386730364,0,27,209648,2021/12/11 10:31:30,2021/12/11 13:55:30,20923,70.0,SC,RTV,1,2021-12-11T03:04:00.000,3
27,113.910608296812,22.418864671632,0,28,209648,2021/12/11 10:31:30,2021/12/11 13:55:30,20923,70.0,SC,RTV,1,2021-12-11T03:04:00.000,3
28,113.909940761601,22.4186349530356,0,29,21058,2021/12/11 02:55:24,2021/12/11 03:16:30,11107,,SC,,1,2021-12-11T01:29:00.000,1
29,113.910483054063,22.4188215719005,0,30,21058,2021/12/11 02:55:24,2021/12/11 03:16:30,11107,,SC,,1,2021-12-11T23:55:30.000,0
30,113.910621190733,22.4188691088114,0,31,21058,2021/12/11 02:55:24,2021/12/11 03:16:30,11107,,SC,,1,2021-12-11T03:04:00.000,3
31,113.910902967521,22.4189660765327,0,32,21058,2021/12/11 02:55:24,2021/12/11 03:16:30,11107,,SC,,1,2021-12-11T03:06:00.000,3
32,113.910331974829,22.4187695810707,0,33,159387,2021/12/11 06:21:39,2021/12/11 06:35:00,18323,,SC,,1,2021-12-11T03:13:00.000,3
33,113.91024911163,22.4187410653944,0,34,257577,2021/12/11 07:10:48,2021/12/11 07:48:00,23410,,SC,,1,2021-12-11T07:29:00.000,7
34,113.90989760613,22.4186201019626,0,35,322921,2021/12/11 01:05:30,2021/12/11 02:32:30,26795,,SC,,1,2021-12-11T01:29:00.000,1
35,113.910287921666,22.4187544210751,0,36,130285,2021/12/11 03:10:03,2021/12/11 09:05:00,16797,,SC,,1,2021-12-11T07:29:00.000,7
36,113.911776990273,22.4192668535949,0,37,121769,2021/12/11 03:13:00,2021/12/11 03:27:00,16349,,SC,,1,2021-12-11T08:13:30.000,8
0,113.91056619815,22.4188501842383,0,1,222074,2021/12/12 03:32:24,2021/12/12 03:42:06,21571,,SC,,1,2021-12-12T04:09:00.000,4
1,113.909991877419,22.4186525434997,0,2,432370,2021/12/12 04:24:51,2021/12/12 04:53:00,3690,,SC,,1,2021-12-12T01:39:00.000,2
2,113.911717385986,22.4192463419981,0,3,543514,2021/12/12 20:46:51,2021/12/12 21:08:09,9458,,SC,,1,2021-12-12T20:58:30.000,21
3,113.912172315992,22.4194028968593,0,4,543514,2021/12/12 20:46:51,2021/12/12 21:08:09,9458,,SC,,1,2021-12-12T20:59:30.000,21
4,113.91081331425,22.4189352241922,0,5,446229,2021/12/12 04:16:27,2021/12/12 04:20:30,4419,,SC,,1,2021-12-12T17:58:30.000,18
5,113.9115587724,22.419191758375,0,6,190934,2021/12/12 01:54:30,2021/12/12 02:45:30,1995,,SC,,1,2021-12-12T04:25:00.000,4
6,113.910274867336,22.4187499286942,0,7,49063,2021/12/12 00:01:48,2021/12/12 01:43:30,12568,,SC,,1,2021-12-12T05:38:00.000,6
7,113.910480550663,22.4188207104063,0,8,116131,2021/12/12 04:07:51,2021/12/12 04:37:22,1605,,SC,,1,2021-12-12T04:09:00.000,4
8,113.911182179492,22.4190621616245,0,9,116131,2021/12/12 04:07:51,2021/12/12 04:37:22,1605,,SC,,1,2021-12-12T04:21:51.000,4
9,113.911411933271,22.4191412266906,0,10,116131,2021/12/12 04:07:51,2021/12/12 04:37:22,1605,,SC,,1,2021-12-12T04:24:57.000,4
10,113.911427958554,22.4191467414642,0,11,116131,2021/12/12 04:07:51,2021/12/12 04:37:22,1605,,SC,,1,2021-12-12T04:25:00.000,4
11,113.911788984232,22.4192709810707,0,12,336370,2021/12/12 05:12:06,2021/12/12 05:40:21,275,,SC,,1,2021-12-12T20:58:30.000,21
12,113.911061502072,22.4190206329575,0,13,346281,2021/12/12 17:01:30,2021/12/12 18:05:00,28021,,SC,,1,2021-12-12T17:57:30.000,18
13,113.911070394722,22.4190236931812,0,14,346281,2021/12/12 17:01:30,2021/12/12 18:05:00,28021,,SC,,1,2021-12-12T17:57:30.000,18
0,113.911011715022,22.4190034997619,0,1,315537,2021/12/13 01:02:51,2021/12/13 01:40:51,26415,,SC,,1,2021-12-13T21:12:30.000,21
1,113.911160432749,22.4190546779273,0,2,315537,2021/12/13 01:02:51,2021/12/13 01:40:51,26415,,SC,,1,2021-12-13T01:28:30.000,1
2,113.911611476534,22.4192098954254,0,3,315537,2021/12/13 01:02:51,2021/12/13 01:40:51,26415,,SC,,1,2021-12-13T01:27:30.000,1
3,113.910879549541,22.4189580177136,0,4,491884,2021/12/13 02:03:12,2021/12/13 03:57:22,6799,60.0,SC,PV,1,2021-12-13T01:29:30.000,1
4,113.911212729917,22.4190726749286,0,5,491884,2021/12/13 02:03:12,2021/12/13 03:57:22,6799,60.0,SC,PV,1,2021-12-13T01:28:30.000,1
5,113.912154055779,22.4193966129803,0,6,380408,2021/12/13 01:35:15,2021/12/13 01:51:00,2979,,SC,,1,2021-12-13T01:26:30.000,1
6,113.910049423762,22.4186723468971,0,7,446289,2021/12/13 03:42:42,2021/12/13 04:13:00,4422,,SC,,1,2021-12-13T04:09:30.000,4
7,113.910059623644,22.4186758569778,0,8,446289,2021/12/13 03:42:42,2021/12/13 04:13:00,4422,,SC,,1,2021-12-13T04:09:30.000,4
8,113.911212431114,22.4190725721017,0,9,58626,2021/12/13 06:34:48,2021/12/13 06:45:30,13071,,SC,,1,2021-12-13T01:28:30.000,1
9,113.910071134783,22.418679818301,0,10,475829,2021/12/13 07:04:57,2021/12/13 08:17:00,596,60.0,SC,PV,1,2021-12-13T04:09:30.000,4
10,113.911661703779,22.4192271801047,0,11,475829,2021/12/13 07:04:57,2021/12/13 08:17:00,596,60.0,SC,PV,1,2021-12-13T01:27:30.000,1
11,113.911841317854,22.4192889906169,0,12,475829,2021/12/13 07:04:57,2021/12/13 08:17:00,596,60.0,SC,PV,1,2021-12-13T08:10:00.000,8
12,113.90981332158,22.4185910971576,0,13,146695,2021/12/13 05:28:48,2021/12/13 05:40:00,17663,,SC,,1,2021-12-13T05:33:30.000,6
13,113.90987336836,22.4186117610294,0,14,146695,2021/12/13 05:28:48,2021/12/13 05:40:00,17663,,SC,,1,2021-12-13T05:31:00.000,6
14,113.911075260918,22.419025367783,0,15,281031,2021/12/13 20:30:03,2021/12/13 21:26:00,24618,,SC,,1,2021-12-13T21:12:30.000,21
15,113.912989004082,22.4196839433698,0,16,281031,2021/12/13 20:30:03,2021/12/13 21:26:00,24618,,SC,,1,2021-12-13T21:15:00.000,21
16,113.912332061874,22.419457870139,0,17,199609,2021/12/13 03:06:18,2021/12/13 03:15:00,2040,60.0,SC,SC,1,2021-12-13T01:26:00.000,1
0,113.910655015887,22.4188807490468,0,1,216046,2021/12/14 04:19:48,2021/12/14 04:46:00,21254,,RTV,,1,2021-12-14T04:21:00.000,4
1,113.910627518733,22.4188712864632,0,2,508177,2021/12/14 02:38:57,2021/12/14 04:21:30,7638,,SC,,1,2021-12-14T06:38:00.000,7
2,113.910701799489,22.4188968486668,0,3,12863,2021/12/14 03:14:42,2021/12/14 03:17:00,10674,,SC,,1,2021-12-14T04:21:00.000,4
3,113.909874175033,22.4186120386297,0,4,102843,2021/12/14 02:58:57,2021/12/14 05:27:34,15365,31.0,SC,TT_LF,1,2021-12-14T04:00:39.000,4
4,113.910086560652,22.4186851267986,0,5,102843,2021/12/14 02:58:57,2021/12/14 05:27:34,15365,31.0,SC,TT_LF,1,2021-12-14T03:31:00.000,4
5,113.910187275764,22.4187197858453,0,6,102843,2021/12/14 02:58:57,2021/12/14 05:27:34,15365,31.0,SC,TT_LF,1,2021-12-14T03:22:30.000,3
6,113.911132710877,22.4190451380119,0,7,311227,2021/12/14 10:28:00,2021/12/14 11:50:00,26187,,SC,,1,2021-12-14T10:54:30.000,11
7,113.91164305653,22.4192207630352,0,8,311227,2021/12/14 10:28:00,2021/12/14 11:50:00,26187,,SC,,1,2021-12-14T10:32:30.000,11
