,X,Y,Z,fid,overall_tn,begin,end,Track ID,Vessel Type Number,Ship Type_Length,Ship Type_Num,fid_2,id,intersects,length,Nearest,Hour
10,113.914087174972,22.4223215409201,0,11,362192,2021/11/10 04:38:33,2021/11/10 05:23:30,28848,31.0,SC,TT_LF,1,1,,5110.74,2021-11-10T22:48:30.000,23
11,113.913189029478,22.4243479353046,0,12,272025,2021/11/10 13:44:12,2021/11/10 13:44:48,24154,,RTV,,1,1,,5110.74,2021-11-10T13:44:48.000,14
12,113.912999959679,22.4247745142752,0,13,543758,2021/11/10 02:50:36,2021/11/10 02:59:24,9470,,SC,,1,1,,5110.74,2021-11-10T03:12:03.000,3
13,113.914080341844,22.4223369578121,0,14,131569,2021/11/10 05:42:03,2021/11/10 05:59:30,16860,30.0,SC,SC,1,1,,5110.74,2021-11-10T22:48:30.000,23
14,113.914068032181,22.4223647308533,0,15,304713,2021/11/10 14:19:09,2021/11/10 14:46:30,2585,,SC,,1,1,,5110.74,2021-11-10T05:03:30.000,5
15,113.913018556042,22.4247325571904,0,16,505571,2021/11/10 13:13:30,2021/11/10 13:14:45,751,,SC,,1,1,,5110.74,2021-11-10T21:26:18.000,21
16,113.914216004987,22.4220308748511,0,17,51305,2021/11/10 23:28:33,2021/11/10 23:58:48,12686,70.0,STV,RTV,1,1,,5110.74,2021-11-10T05:04:30.000,5
17,113.914177049818,22.4221187654406,0,18,470402,2021/11/10 23:07:12,2021/11/10 23:59:27,5671,70.0,STV,RTV,1,1,,5110.74,2021-11-10T05:04:30.000,5
18,113.913196098552,22.4243319860725,0,19,128872,2021/11/10 17:42:24,2021/11/10 18:05:34,16724,,RTV,,1,1,,5110.74,2021-11-10T18:10:51.000,18
19,113.912991547666,22.4247934934452,0,20,408867,2021/11/10 02:50:03,2021/11/10 05:26:43,31258,,RTV,,1,1,,5110.74,2021-11-10T16:32:06.000,17
20,113.912999044068,22.4247765800744,0,21,408867,2021/11/10 02:50:03,2021/11/10 05:26:43,31258,,RTV,,1,1,,5110.74,2021-11-10T03:12:03.000,3
21,113.912999675075,22.4247751563972,0,22,408867,2021/11/10 02:50:03,2021/11/10 05:26:43,31258,,RTV,,1,1,,5110.74,2021-11-10T03:12:03.000,3
22,113.913000079872,22.4247742430945,0,23,408867,2021/11/10 02:50:03,2021/11/10 05:26:43,31258,,RTV,,1,1,,5110.74,2021-11-10T03:12:03.000,3
