,X,Y,Z,fid,overall_tn,begin,end,Track ID,Vessel Type Number,Ship Type_Length,Ship Type_Num,fid_2,id,intersects,length,Nearest,Hour
0,113.914105457079,22.4222802928602,0,1,201685,2021/10/31 23:15:21,2021/10/31 23:58:37,20513,70.0,STV,RTV,1,1,,5110.74,2021-10-31T20:19:00.000,20
1,113.914090021323,22.4223151189869,0,2,367129,2021/10/31 16:00:34,2021/10/31 20:30:30,29105,70.0,STV,RTV,1,1,,5110.74,2021-10-31T20:19:00.000,20
2,113.914082821628,22.4223313629278,0,3,147416,2021/10/31 17:03:36,2021/10/31 23:58:03,1770,70.0,STV,RTV,1,1,,5110.74,2021-10-31T20:19:00.000,20
3,113.913373205984,22.4239323965742,0,4,351044,2021/10/31 17:18:00,2021/10/31 17:18:30,28268,,SC,,1,1,,5110.74,2021-10-31T19:59:42.000,20
4,113.913149706748,22.4244366551834,0,5,222415,2021/10/31 18:39:03,2021/10/31 18:41:00,21589,,SC,,1,1,,5110.74,2021-10-31T22:26:12.000,22
5,113.913158591292,22.4244166098901,0,6,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:16:12.000,22
6,113.913158862078,22.4244159989428,0,7,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:16:12.000,22
7,113.913158998417,22.4244156913352,0,8,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:16:12.000,22
8,113.913159550093,22.4244144466445,0,9,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:16:12.000,22
9,113.913162559009,22.4244076579329,0,10,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:32:12.000,23
10,113.913164792026,22.4244026198043,0,11,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:46:12.000,23
11,113.913167751201,22.4243959433188,0,12,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:56:12.000,23
12,113.91316836968,22.424394547907,0,13,143306,2021/10/31 21:18:12,2021/10/31 23:58:12,17488,,RTV,,1,1,,5110.74,2021-10-31T22:56:12.000,23
13,113.912988653074,22.4248000242181,0,14,148032,2021/10/31 16:15:12,2021/10/31 16:18:54,17732,,SC,,1,1,,5110.74,2021-10-31T17:29:39.000,17
14,113.914118981564,22.4222497789382,0,15,102690,2021/10/31 22:12:00,2021/10/31 23:55:13,15357,70.0,STV,RTV,1,1,,5110.74,2021-10-31T20:19:00.000,20
15,113.914029213229,22.4224523141078,0,16,303963,2021/10/31 23:34:00,2021/10/31 23:59:30,25809,70.0,STV,RTV,1,1,,5110.74,2021-10-31T20:19:00.000,20
16,113.912994780326,22.424786199921,0,17,536192,2021/10/31 17:20:15,2021/10/31 18:59:07,9088,,SC,,1,1,,5110.74,2021-10-31T17:29:39.000,17
17,113.912996964792,22.4247812713328,0,18,536192,2021/10/31 17:20:15,2021/10/31 18:59:07,9088,,SC,,1,1,,5110.74,2021-10-31T17:39:39.000,18
0,113.91356663141,22.4234959904469,0,1,463105,2021/11/01 09:55:39,2021/11/01 09:56:10,529,,SC,,1,1,,5110.74,2021-11-01T09:56:10.000,10
1,113.914082510403,22.422332065113,0,2,101063,2021/11/01 05:25:09,2021/11/01 05:54:30,15275,70.0,RTV,RTV,1,1,,5110.74,2021-11-01T05:47:30.000,6
2,113.914137402038,22.4222082186967,0,3,346044,2021/11/01 10:25:42,2021/11/01 23:59:49,2801,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
3,113.914132406748,22.4222194890619,0,4,55723,2021/11/01 04:53:43,2021/11/01 09:55:30,12915,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
4,113.913158974628,22.4244157450081,0,5,73894,2021/11/01 23:38:42,2021/11/01 23:44:42,13865,,SC,,1,1,,5110.74,2021-11-01T23:48:21.000,0
5,113.913776566711,22.4230223347674,0,6,260802,2021/11/01 18:34:57,2021/11/01 18:37:00,23579,,SC,,1,1,,5110.74,2021-11-01T23:04:21.000,23
6,113.914093504472,22.4223072603115,0,7,191332,2021/11/01 13:57:09,2021/11/01 15:48:00,19971,,SC,,1,1,,5110.74,2021-11-01T05:47:30.000,6
7,113.913151782609,22.4244319716306,0,8,265965,2021/11/01 23:48:21,2021/11/01 23:58:21,23843,,RTV,,1,1,,5110.74,2021-11-01T23:48:21.000,0
8,113.913056668761,22.4246465673378,0,9,372268,2021/11/01 00:01:21,2021/11/01 00:43:51,2937,,SC,,1,1,,5110.74,2021-11-01T12:20:00.000,12
9,113.914106329086,22.4222783254385,0,10,81560,2021/11/01 15:29:16,2021/11/01 20:51:30,14264,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
10,113.914124477445,22.4222373791408,0,11,186501,2021/11/01 23:03:09,2021/11/01 23:27:01,19718,70.0,RTV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
11,113.914098340654,22.4222963489273,0,12,349161,2021/11/01 02:49:21,2021/11/01 07:27:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:06:00.000,9
12,113.914133713835,22.4222165400145,0,13,349161,2021/11/01 02:49:21,2021/11/01 07:27:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
13,113.913110282041,22.4245256051419,0,14,295962,2021/11/01 16:31:42,2021/11/01 16:32:01,2539,,RTV,,1,1,,5110.74,2021-11-01T16:31:42.000,17
14,113.913113268106,22.4245188679867,0,15,231182,2021/11/01 16:32:51,2021/11/01 16:33:31,22043,,RTV,,1,1,,5110.74,2021-11-01T16:31:42.000,17
15,113.914155911038,22.4221664587213,0,16,147416,2021/11/01 00:00:03,2021/11/01 05:53:00,1770,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
16,113.913074583476,22.4246061481862,0,17,310252,2021/11/01 12:20:00,2021/11/01 12:36:40,26137,,SC,,1,1,,5110.74,2021-11-01T12:20:00.000,12
17,113.914170653406,22.422133197015,0,18,367130,2021/11/01 22:21:54,2021/11/01 23:58:34,29105,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
18,113.914063366445,22.4223752576801,0,19,128140,2021/11/01 04:33:33,2021/11/01 11:03:30,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-01T05:47:30.000,6
19,113.914188818034,22.42209221401,0,20,128140,2021/11/01 04:33:33,2021/11/01 11:03:30,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-01T09:44:30.000,10
20,113.914045176739,22.4224162972628,0,21,287272,2021/11/01 23:19:15,2021/11/01 23:59:52,24944,70.0,STV,RTV,1,1,,5110.74,2021-11-01T05:47:30.000,6
21,113.91409177971,22.422311151718,0,22,287271,2021/11/01 05:05:52,2021/11/01 06:25:00,24944,70.0,STV,RTV,1,1,,5110.74,2021-11-01T05:47:30.000,6
22,113.914093098382,22.4223081765308,0,23,424511,2021/11/01 09:03:15,2021/11/01 09:17:00,3272,,SC,,1,1,,5110.74,2021-11-01T05:47:30.000,6
23,113.914197256648,22.4220731748242,0,24,412175,2021/11/01 05:52:03,2021/11/01 05:53:00,31435,,SC,,1,1,,5110.74,2021-11-01T09:44:30.000,10
0,113.914110863864,22.4222680940808,0,1,346044,2021/11/02 00:01:48,2021/11/02 06:10:00,2801,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
1,113.914069665917,22.4223610448207,0,2,55724,2021/11/02 06:23:27,2021/11/02 12:00:00,12915,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
2,113.914088835665,22.4223177940674,0,3,55724,2021/11/02 06:23:27,2021/11/02 12:00:00,12915,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
3,113.914146401821,22.4221879134001,0,4,248292,2021/11/02 05:10:22,2021/11/02 06:32:00,22924,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:15:30.000,5
4,113.914109570529,22.4222710121006,0,5,248293,2021/11/02 23:06:12,2021/11/02 23:58:22,22924,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
5,113.914058183848,22.4223869506467,0,6,401157,2021/11/02 07:46:30,2021/11/02 10:41:57,30864,31.0,STV,TT_LF,1,1,,5110.74,2021-11-02T05:14:00.000,5
6,113.914177606114,22.4221175103269,0,7,401157,2021/11/02 07:46:30,2021/11/02 10:41:57,30864,31.0,STV,TT_LF,1,1,,5110.74,2021-11-02T05:15:30.000,5
7,113.914163700867,22.4221488833217,0,8,256488,2021/11/02 04:21:06,2021/11/02 05:27:30,23351,,SC,,1,1,,5110.74,2021-11-02T05:15:30.000,5
8,113.914096162307,22.4223012637101,0,9,258551,2021/11/02 14:25:54,2021/11/02 14:54:00,23465,,SC,,1,1,,5110.74,2021-11-02T20:15:30.000,20
9,113.913495445507,22.4236565999646,0,10,378170,2021/11/02 18:46:09,2021/11/02 18:48:30,29674,,SC,,1,1,,5110.74,2021-11-02T02:03:04.000,2
10,113.914104584727,22.4222822610588,0,11,126769,2021/11/02 18:23:27,2021/11/02 23:59:49,16616,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
11,113.914060563892,22.4223815807944,0,12,81561,2021/11/02 22:07:06,2021/11/02 23:59:16,14264,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:14:00.000,5
12,113.914185304531,22.4221001411701,0,13,497048,2021/11/02 23:14:06,2021/11/02 23:58:16,7068,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:15:30.000,5
13,113.914050736984,22.4224037522481,0,14,497047,2021/11/02 08:22:16,2021/11/02 08:47:30,7068,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:14:00.000,5
14,113.914119076883,22.42224956388,0,15,349162,2021/11/02 03:12:15,2021/11/02 08:55:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-02T11:51:00.000,12
15,113.914123945706,22.4222385788503,0,16,349162,2021/11/02 03:12:15,2021/11/02 08:55:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-02T11:51:00.000,12
16,113.914047493338,22.4224110705579,0,17,163726,2021/11/02 04:19:09,2021/11/02 06:23:48,18548,31.0,SC,TT_LF,1,1,,5110.74,2021-11-02T05:14:00.000,5
17,113.914043194109,22.4224207704692,0,18,155271,2021/11/02 06:07:33,2021/11/02 12:12:00,18107,60.0,STV,PV,1,1,,5110.74,2021-11-02T05:14:00.000,5
18,113.91413554744,22.4222124030366,0,19,155271,2021/11/02 06:07:33,2021/11/02 12:12:00,18107,60.0,STV,PV,1,1,,5110.74,2021-11-02T05:15:30.000,5
19,113.914075825495,22.4223471475918,0,20,367130,2021/11/02 00:00:34,2021/11/02 20:27:00,29105,70.0,STV,RTV,1,1,,5110.74,2021-11-02T20:15:30.000,20
20,113.913397201591,22.4238782577256,0,21,107705,2021/11/02 00:00:51,2021/11/02 00:01:18,15612,,SC,,1,1,,5110.74,2021-11-02T00:00:51.000,0
21,113.914190644071,22.4220880941097,0,22,128141,2021/11/02 10:00:57,2021/11/02 23:59:49,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:15:30.000,5
22,113.914060412549,22.422381922255,0,23,148658,2021/11/02 05:27:33,2021/11/02 12:56:00,17765,70.0,STV,RTV,1,1,,5110.74,2021-11-02T05:14:00.000,5
23,113.914199442254,22.4220682436618,0,24,148658,2021/11/02 05:27:33,2021/11/02 12:56:00,17765,70.0,STV,RTV,1,1,,5110.74,2021-11-02T12:45:00.000,13
0,113.913172591296,22.4243850231049,0,1,82530,2021/11/03 00:13:36,2021/11/03 00:14:00,14313,,RTV,,1,1,,5110.74,2021-11-03T00:20:27.000,0
1,113.913149261139,22.4244376605652,0,2,481515,2021/11/03 00:43:15,2021/11/03 01:03:52,6259,,RTV,,1,1,,5110.74,2021-11-03T00:51:15.000,1
2,113.913151852343,22.424431814295,0,3,481515,2021/11/03 00:43:15,2021/11/03 01:03:52,6259,,RTV,,1,1,,5110.74,2021-11-03T00:51:15.000,1
3,113.914185300031,22.4221001513228,0,4,409884,2021/11/03 04:45:36,2021/11/03 07:14:54,31312,,RTV,,1,1,,5110.74,2021-11-03T05:59:30.000,6
4,113.913527920539,22.4235833298518,0,5,550218,2021/11/03 21:30:54,2021/11/03 21:31:00,981,,SC,,1,1,,5110.74,2021-11-03T21:31:00.000,22
5,113.914138195562,22.4222064283494,0,6,397366,2021/11/03 20:09:22,2021/11/03 20:38:30,30670,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
6,113.914147461078,22.4221855235072,0,7,55725,2021/11/03 22:58:21,2021/11/03 23:59:43,12915,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
7,113.91336918948,22.4239414586054,0,8,98526,2021/11/03 18:24:45,2021/11/03 18:25:15,15146,,SC,,1,1,,5110.74,2021-11-03T23:40:45.000,0
8,113.913175728434,22.4243779450993,0,9,319050,2021/11/03 00:20:27,2021/11/03 00:42:25,26598,,RTV,,1,1,,5110.74,2021-11-03T00:20:27.000,0
9,113.913179086293,22.4243703691026,0,10,319050,2021/11/03 00:20:27,2021/11/03 00:42:25,26598,,RTV,,1,1,,5110.74,2021-11-03T00:22:27.000,0
10,113.914085845511,22.4223245404472,0,11,143503,2021/11/03 06:30:30,2021/11/03 10:44:00,17499,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
11,113.914070366354,22.422359464495,0,12,126769,2021/11/03 00:01:49,2021/11/03 11:03:00,16616,70.0,STV,RTV,1,1,,5110.74,2021-11-03T10:55:30.000,11
12,113.914090501923,22.4223140346571,0,13,47089,2021/11/03 08:50:00,2021/11/03 09:14:30,12469,30.0,SC,SC,1,1,,5110.74,2021-11-03T22:28:30.000,22
13,113.914115593797,22.4222574224139,0,14,349163,2021/11/03 03:21:15,2021/11/03 09:59:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
14,113.914171840466,22.4221305187711,0,15,349163,2021/11/03 03:21:15,2021/11/03 09:59:00,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-03T05:59:30.000,6
15,113.91389346373,22.4227585919042,0,16,275430,2021/11/03 18:40:30,2021/11/03 18:42:00,24327,,SC,,1,1,,5110.74,2021-11-03T02:36:51.000,3
16,113.914088133956,22.4223193772606,0,17,155272,2021/11/03 07:04:06,2021/11/03 23:58:30,18107,60.0,STV,PV,1,1,,5110.74,2021-11-03T22:28:30.000,22
17,113.91413108061,22.4222224810917,0,18,367131,2021/11/03 22:18:24,2021/11/03 23:58:34,29105,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
18,113.913513327586,22.4236162544469,0,19,445466,2021/11/03 00:46:30,2021/11/03 00:47:15,438,,SC,,1,1,,5110.74,2021-11-03T00:46:30.000,1
19,113.914190615511,22.4220881585464,0,20,234937,2021/11/03 02:46:57,2021/11/03 02:59:00,2224,30.0,SC,SC,1,1,,5110.74,2021-11-03T05:59:30.000,6
20,113.914035864111,22.4224373083995,0,21,128141,2021/11/03 00:01:49,2021/11/03 06:04:00,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-03T10:55:30.000,11
21,113.914115713004,22.4222571534586,0,22,171529,2021/11/03 14:57:45,2021/11/03 15:15:30,18951,,RTV,,1,1,,5110.74,2021-11-03T22:28:30.000,22
22,113.914105906379,22.4222792791491,0,23,13546,2021/11/03 00:35:46,2021/11/03 03:48:00,10709,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
23,113.914096735854,22.4222999696744,0,24,13547,2021/11/03 23:17:48,2021/11/03 23:59:46,10709,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
24,113.914086161171,22.4223238282567,0,25,148659,2021/11/03 10:16:27,2021/11/03 23:58:39,17765,70.0,STV,RTV,1,1,,5110.74,2021-11-03T22:28:30.000,22
25,113.913839779372,22.4228797144654,0,26,321804,2021/11/03 02:36:51,2021/11/03 02:37:00,26737,,SC,,1,1,,5110.74,2021-11-03T02:37:00.000,3
0,113.913322460987,22.4240468873538,0,1,534091,2021/11/04 12:52:27,2021/11/04 12:52:40,8987,,SC,,1,1,,5110.74,2021-11-04T12:52:27.000,13
1,113.914046482292,22.4224133516769,0,2,397367,2021/11/04 22:17:30,2021/11/04 23:59:22,30670,70.0,STV,RTV,1,1,,5110.74,2021-11-04T04:19:00.000,4
2,113.914076421083,22.4223458038266,0,3,280421,2021/11/04 02:47:52,2021/11/04 04:27:30,24589,70.0,STV,RTV,1,1,,5110.74,2021-11-04T04:19:00.000,4
3,113.913956453265,22.4226164750192,0,4,280422,2021/11/04 23:19:45,2021/11/04 23:59:52,24589,70.0,STV,RTV,1,1,,5110.74,2021-11-04T23:30:00.000,0
4,113.913384055603,22.4239079176839,0,5,43323,2021/11/04 23:27:18,2021/11/04 23:55:09,12274,,RTV,,1,1,,5110.74,2021-11-04T23:39:30.000,0
5,113.913384579624,22.4239067353868,0,6,43323,2021/11/04 23:27:18,2021/11/04 23:55:09,12274,,RTV,,1,1,,5110.74,2021-11-04T23:39:30.000,0
6,113.913905006102,22.4227325500245,0,7,233760,2021/11/04 18:08:27,2021/11/04 18:10:30,22178,,SC,,1,1,,5110.74,2021-11-04T06:45:00.000,7
7,113.914137386419,22.4222082539352,0,8,143504,2021/11/04 23:03:30,2021/11/04 23:58:31,17499,70.0,STV,RTV,1,1,,5110.74,2021-11-04T23:17:30.000,23
8,113.912976880388,22.4248265857323,0,9,14120,2021/11/04 10:39:27,2021/11/04 14:52:36,10741,,SC,,1,1,,5110.74,2021-11-04T13:39:27.000,14
9,113.913074997611,22.4246052138146,0,10,14120,2021/11/04 10:39:27,2021/11/04 14:52:36,10741,,SC,,1,1,,5110.74,2021-11-04T12:31:27.000,13
10,113.913146991547,22.4244427812167,0,11,347068,2021/11/04 12:44:27,2021/11/04 13:44:07,28062,,RTV,,1,1,,5110.74,2021-11-04T12:52:27.000,13
11,113.913147474401,22.4244416918012,0,12,347068,2021/11/04 12:44:27,2021/11/04 13:44:07,28062,,RTV,,1,1,,5110.74,2021-11-04T12:52:27.000,13
12,113.914093613396,22.4223070145584,0,13,349164,2021/11/04 03:31:54,2021/11/04 09:41:30,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-04T04:19:00.000,4
13,113.914143210789,22.4221951130006,0,14,349164,2021/11/04 03:31:54,2021/11/04 09:41:30,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-04T23:17:30.000,23
14,113.914143432112,22.4221946136537,0,15,155272,2021/11/04 00:00:30,2021/11/04 04:19:30,18107,60.0,STV,PV,1,1,,5110.74,2021-11-04T23:17:30.000,23
15,113.914120366365,22.4222466545532,0,16,155273,2021/11/04 16:32:54,2021/11/04 23:58:30,18107,60.0,STV,PV,1,1,,5110.74,2021-11-04T10:07:30.000,10
16,113.914025598568,22.4224604695,0,17,348735,2021/11/04 15:08:57,2021/11/04 15:28:00,28146,,SC,,1,1,,5110.74,2021-11-04T04:19:00.000,4
17,113.914139119335,22.4222043441327,0,18,367131,2021/11/04 00:00:34,2021/11/04 19:59:00,29105,70.0,STV,RTV,1,1,,5110.74,2021-11-04T23:17:30.000,23
18,113.914070593553,22.4223589518888,0,19,128142,2021/11/04 04:21:42,2021/11/04 12:56:00,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-04T04:19:00.000,4
19,113.914152402513,22.4221743746494,0,20,128142,2021/11/04 04:21:42,2021/11/04 12:56:00,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-04T23:17:30.000,23
20,113.914117178486,22.4222538470409,0,21,309879,2021/11/04 02:22:52,2021/11/04 10:21:30,2612,70.0,STV,RTV,1,1,,5110.74,2021-11-04T10:07:30.000,10
21,113.913326622211,22.4240374988072,0,22,381397,2021/11/04 15:01:51,2021/11/04 15:02:10,29841,,SC,,1,1,,5110.74,2021-11-04T15:01:51.000,15
22,113.914009648297,22.422496456477,0,23,29626,2021/11/04 09:13:36,2021/11/04 23:59:45,11557,70.0,STV,RTV,1,1,,5110.74,2021-11-04T15:14:00.000,15
23,113.914183337444,22.4221045793074,0,24,203853,2021/11/04 05:04:27,2021/11/04 06:07:51,20626,,SC,,1,1,,5110.74,2021-11-04T06:02:00.000,6
24,113.914168269666,22.4221385752039,0,25,148659,2021/11/04 00:00:39,2021/11/04 09:09:00,17765,70.0,STV,RTV,1,1,,5110.74,2021-11-04T06:02:00.000,6
0,113.914367842078,22.4216883002572,0,1,250901,2021/11/05 19:36:00,2021/11/05 19:40:00,23062,,SC,,1,1,,5110.74,2021-11-05T19:40:00.000,20
1,113.913413740834,22.4238409419141,0,2,303323,2021/11/05 16:35:39,2021/11/05 16:36:15,25777,,SC,,1,1,,5110.74,2021-11-05T16:36:15.000,17
2,113.91410486265,22.4222816340099,0,3,4730,2021/11/05 03:52:48,2021/11/05 04:08:00,10245,70.0,STV,RTV,1,1,,5110.74,2021-11-05T15:41:30.000,16
3,113.913997015687,22.422524958149,0,4,4731,2021/11/05 23:14:39,2021/11/05 23:58:48,10245,70.0,STV,RTV,1,1,,5110.74,2021-11-05T15:41:30.000,16
4,113.914042672161,22.4224219480883,0,5,409750,2021/11/05 15:40:30,2021/11/05 15:41:05,31305,,SC,,1,1,,5110.74,2021-11-05T15:41:30.000,16
5,113.914041879078,22.4224237374416,0,6,392782,2021/11/05 15:36:36,2021/11/05 15:42:00,3043,,SC,,1,1,,5110.74,2021-11-05T15:41:30.000,16
6,113.914217152344,22.4220282861874,0,7,543700,2021/11/05 10:17:09,2021/11/05 10:46:30,9467,,RTV,,1,1,,5110.74,2021-11-05T10:24:00.000,10
7,113.913022300531,22.4247241088811,0,8,308621,2021/11/05 15:30:30,2021/11/05 15:32:03,26053,,SC,,1,1,,5110.74,2021-11-05T15:32:03.000,16
8,113.914009754492,22.4224962168802,0,9,265352,2021/11/05 19:10:09,2021/11/05 19:34:00,2381,,SC,,1,1,,5110.74,2021-11-05T15:41:30.000,16
9,113.914105944934,22.4222791921633,0,10,349165,2021/11/05 03:20:03,2021/11/05 09:17:30,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-05T15:41:30.000,16
10,113.914131196606,22.422222219381,0,11,349165,2021/11/05 03:20:03,2021/11/05 09:17:30,28169,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
11,113.914136732643,22.4222097289828,0,12,9883,2021/11/05 17:19:27,2021/11/05 20:15:00,10522,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
12,113.913033004301,22.4246999590524,0,13,433606,2021/11/05 15:30:42,2021/11/05 23:58:42,3755,,SC,,1,1,,5110.74,2021-11-05T16:46:42.000,17
13,113.913033278846,22.4246993396239,0,14,433606,2021/11/05 15:30:42,2021/11/05 23:58:42,3755,,SC,,1,1,,5110.74,2021-11-05T16:46:42.000,17
14,113.914122811209,22.4222411384994,0,15,3613,2021/11/05 05:57:21,2021/11/05 06:07:06,10185,,SC,,1,1,,5110.74,2021-11-05T10:42:30.000,11
15,113.914112943217,22.4222634026484,0,16,155273,2021/11/05 00:00:30,2021/11/05 11:41:30,18107,60.0,STV,PV,1,1,,5110.74,2021-11-05T10:42:30.000,11
16,113.914172712764,22.4221285506945,0,17,239144,2021/11/05 09:09:39,2021/11/05 10:55:00,22455,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
17,113.913937243009,22.4226598171679,0,18,451834,2021/11/05 18:41:39,2021/11/05 18:43:30,4709,,SC,,1,1,,5110.74,2021-11-05T02:50:06.000,3
18,113.914125461453,22.422235159025,0,19,1294,2021/11/05 05:45:03,2021/11/05 06:52:00,10065,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
19,113.913742787707,22.4230985469007,0,20,261668,2021/11/05 18:38:12,2021/11/05 18:40:00,23623,,SC,,1,1,,5110.74,2021-11-05T18:39:30.000,19
20,113.914112954523,22.4222633771381,0,21,367132,2021/11/05 22:41:39,2021/11/05 23:58:33,29105,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
21,113.914129632205,22.4222257489798,0,22,128143,2021/11/05 14:48:48,2021/11/05 23:59:48,16687,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
22,113.913705193704,22.4231833664271,0,23,148914,2021/11/05 18:38:00,2021/11/05 18:40:30,1778,,SC,,1,1,,5110.74,2021-11-05T18:39:30.000,19
23,113.914148640013,22.422182863595,0,24,309880,2021/11/05 22:57:06,2021/11/05 23:58:54,2612,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
24,113.913980155551,22.4225629979615,0,25,342358,2021/11/05 09:53:57,2021/11/05 10:04:00,2782,,SC,,1,1,,5110.74,2021-11-05T15:41:30.000,16
25,113.914152747045,22.4221735973173,0,26,29626,2021/11/05 00:01:45,2021/11/05 05:03:30,11557,70.0,STV,RTV,1,1,,5110.74,2021-11-05T10:42:30.000,11
26,113.91403492113,22.4224394359526,0,27,148660,2021/11/05 08:24:42,2021/11/05 23:58:39,17765,70.0,STV,RTV,1,1,,5110.74,2021-11-05T15:41:30.000,16
27,113.91401031151,22.422494960135,0,28,293208,2021/11/05 18:42:06,2021/11/05 18:44:00,25255,,SC,,1,1,,5110.74,2021-11-05T15:41:30.000,16
0,113.913049240188,22.4246633276712,0,1,80639,2021/11/06 06:02:18,2021/11/06 06:23:00,14215,,SC,,1,1,,5110.74,2021-11-06T23:48:36.000,0
1,113.913745960712,22.4230913879707,0,2,199556,2021/11/06 01:28:09,2021/11/06 01:30:00,20398,,SC,,1,1,,5110.74,2021-11-06T15:24:00.000,15
2,113.91409800898,22.4222970972477,0,3,266248,2021/11/06 08:09:42,2021/11/06 08:27:00,23858,70.0,STV,RTV,1,1,,5110.74,2021-11-06T11:51:00.000,12
3,113.914020704531,22.4224715114188,0,4,266249,2021/11/06 23:19:09,2021/11/06 23:59:42,23858,70.0,STV,RTV,1,1,,5110.74,2021-11-06T22:58:00.000,23
4,113.913059423223,22.4246403527241,0,5,280601,2021/11/06 23:16:42,2021/11/06 23:17:00,24598,,SC,,1,1,,5110.74,2021-11-06T23:48:36.000,0
5,113.914456260484,22.4214888107948,0,6,258831,2021/11/06 13:02:51,2021/11/06 13:33:30,23479,30.0,SC,SC,1,1,,5110.74,2021-11-06T10:23:30.000,10
6,113.913347428147,22.4239905564888,0,7,115043,2021/11/06 15:50:03,2021/11/06 15:57:43,15996,,SC,,1,1,,5110.74,2021-11-06T15:50:30.000,16
7,113.913721154445,22.4231473558296,0,8,493542,2021/11/06 05:55:30,2021/11/06 06:23:00,688,,SC,,1,1,,5110.74,2021-11-06T01:04:28.000,1
8,113.914038632481,22.4224310624089,0,9,263727,2021/11/06 22:46:24,2021/11/06 23:59:33,23727,70.0,STV,RTV,1,1,,5110.74,2021-11-06T22:58:00.000,23
9,113.913321711215,22.4240485789882,0,10,24775,2021/11/06 06:59:24,2021/11/06 07:05:00,113,,SC,,1,1,,5110.74,2021-11-06T16:20:30.000,16
10,113.913749219336,22.4230840358702,0,11,474634,2021/11/06 18:39:57,2021/11/06 18:42:00,5894,,SC,,1,1,,5110.74,2021-11-06T15:24:00.000,15
11,113.913328925213,22.4240323027781,0,12,425794,2021/11/06 16:20:18,2021/11/06 16:20:30,3341,,SC,,1,1,,5110.74,2021-11-06T16:20:30.000,16
